,username,content,post_id,status,timestamp
0,Anonymous,"<p>I have the error below as I try to load the Llama models:<br /> <br />Could not load Llama model from path: models/llama-7b.ggmlv3.q4_1.bin. Received error Failed to load model from file: models/llama-7b.ggmlv3.q4_1.bin (type=value_error)<br /><br />The Hugging Face website says that llama-cpp has dropped support for GGML models and turn to GGUF, so I also tried models in <a href=""https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main"">https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main</a>. However, the problem remains the same.</p>
<p></p>
<p>Could anyone help? thanks!</p>",201,active,2024-03-23T00:40:42Z
1,Anonymous,"When using a machine with limited RAM, errors like<div><br /></div><div>Bus error</div><div>Segmentation fault</div><div><br /></div><div>Are occurring commonly</div><div><br /></div><div>Does anyone have any idea about how to resolve these?</div>",200,active,2024-03-21T18:17:52Z
2,Anonymous,Is it a mistake that the lab is due during break? It is going to be very hard to do a collaborative group lab when our teammates are traveling around the world.,195,active,2024-03-06T21:19:11Z
3,Anonymous,"<p>I have the error below as I try to load the Llama models:<br /> <br />Could not load Llama model from path: models/llama-7b.ggmlv3.q4_1.bin. Received error Failed to load model from file: models/llama-7b.ggmlv3.q4_1.bin (type=value_error)<br /><br />The Hugging Face website says that llama-cpp has dropped support for GGML models and turn to GGUF, so I also tried models in <a href=""https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main"">https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main</a>. However, the problem remains the same.</p>
<p></p>
<p>Could anyone help? thanks!</p>",201,active,2024-03-23T00:40:42Z
4,Anonymous,"When using a machine with limited RAM, errors like<div><br /></div><div>Bus error</div><div>Segmentation fault</div><div><br /></div><div>Are occurring commonly</div><div><br /></div><div>Does anyone have any idea about how to resolve these?</div>",200,active,2024-03-21T18:17:52Z
5,Anonymous,Is it a mistake that the lab is due during break? It is going to be very hard to do a collaborative group lab when our teammates are traveling around the world.,195,active,2024-03-06T21:19:11Z
6,Anonymous,"<p>I have the error below as I try to load the Llama models:<br /> <br />Could not load Llama model from path: models/llama-7b.ggmlv3.q4_1.bin. Received error Failed to load model from file: models/llama-7b.ggmlv3.q4_1.bin (type=value_error)<br /><br />The Hugging Face website says that llama-cpp has dropped support for GGML models and turn to GGUF, so I also tried models in <a href=""https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main"">https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main</a>. However, the problem remains the same.</p>
<p></p>
<p>Could anyone help? thanks!</p>",201,active,2024-03-23T00:40:42Z
7,Anonymous,"When using a machine with limited RAM, errors like<div><br /></div><div>Bus error</div><div>Segmentation fault</div><div><br /></div><div>Are occurring commonly</div><div><br /></div><div>Does anyone have any idea about how to resolve these?</div>",200,active,2024-03-21T18:17:52Z
8,Anonymous,Is it a mistake that the lab is due during break? It is going to be very hard to do a collaborative group lab when our teammates are traveling around the world.,195,active,2024-03-06T21:19:11Z
9,Anonymous,"<p>I have the error below as I try to load the Llama models:<br /> <br />Could not load Llama model from path: models/llama-7b.ggmlv3.q4_1.bin. Received error Failed to load model from file: models/llama-7b.ggmlv3.q4_1.bin (type=value_error)<br /><br />The Hugging Face website says that llama-cpp has dropped support for GGML models and turn to GGUF, so I also tried models in <a href=""https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main"">https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main</a>. However, the problem remains the same.</p>
<p></p>
<p>Could anyone help? thanks!</p>",201,active,2024-03-23T00:40:42Z
10,Anonymous,"When using a machine with limited RAM, errors like<div><br /></div><div>Bus error</div><div>Segmentation fault</div><div><br /></div><div>Are occurring commonly</div><div><br /></div><div>Does anyone have any idea about how to resolve these?</div>",200,active,2024-03-21T18:17:52Z
11,Anonymous,Is it a mistake that the lab is due during break? It is going to be very hard to do a collaborative group lab when our teammates are traveling around the world.,195,active,2024-03-06T21:19:11Z
12,Anonymous,"<p>I have the error below as I try to load the Llama models:<br /> <br />Could not load Llama model from path: models/llama-7b.ggmlv3.q4_1.bin. Received error Failed to load model from file: models/llama-7b.ggmlv3.q4_1.bin (type=value_error)<br /><br />The Hugging Face website says that llama-cpp has dropped support for GGML models and turn to GGUF, so I also tried models in <a href=""https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main"">https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main</a>. However, the problem remains the same.</p>
<p></p>
<p>Could anyone help? thanks!</p>",201,active,2024-03-23T00:40:42Z
13,Anonymous,"When using a machine with limited RAM, errors like<div><br /></div><div>Bus error</div><div>Segmentation fault</div><div><br /></div><div>Are occurring commonly</div><div><br /></div><div>Does anyone have any idea about how to resolve these?</div>",200,active,2024-03-21T18:17:52Z
14,Anonymous,Is it a mistake that the lab is due during break? It is going to be very hard to do a collaborative group lab when our teammates are traveling around the world.,195,active,2024-03-06T21:19:11Z
15,Anonymous,"<p>I have the error below as I try to load the Llama models:<br /> <br />Could not load Llama model from path: models/llama-7b.ggmlv3.q4_1.bin. Received error Failed to load model from file: models/llama-7b.ggmlv3.q4_1.bin (type=value_error)<br /><br />The Hugging Face website says that llama-cpp has dropped support for GGML models and turn to GGUF, so I also tried models in <a href=""https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main"">https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main</a>. However, the problem remains the same.</p>
<p></p>
<p>Could anyone help? thanks!</p>",201,active,2024-03-23T00:40:42Z
16,Anonymous,"When using a machine with limited RAM, errors like<div><br /></div><div>Bus error</div><div>Segmentation fault</div><div><br /></div><div>Are occurring commonly</div><div><br /></div><div>Does anyone have any idea about how to resolve these?</div>",200,active,2024-03-21T18:17:52Z
17,Anonymous,Is it a mistake that the lab is due during break? It is going to be very hard to do a collaborative group lab when our teammates are traveling around the world.,195,active,2024-03-06T21:19:11Z
18,Anonymous,"<p>I have the error below as I try to load the Llama models:<br /> <br />Could not load Llama model from path: models/llama-7b.ggmlv3.q4_1.bin. Received error Failed to load model from file: models/llama-7b.ggmlv3.q4_1.bin (type=value_error)<br /><br />The Hugging Face website says that llama-cpp has dropped support for GGML models and turn to GGUF, so I also tried models in <a href=""https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main"">https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main</a>. However, the problem remains the same.</p>
<p></p>
<p>Could anyone help? thanks!</p>",201,active,2024-03-23T00:40:42Z
19,Anonymous,"When using a machine with limited RAM, errors like<div><br /></div><div>Bus error</div><div>Segmentation fault</div><div><br /></div><div>Are occurring commonly</div><div><br /></div><div>Does anyone have any idea about how to resolve these?</div>",200,active,2024-03-21T18:17:52Z
20,Anonymous,Is it a mistake that the lab is due during break? It is going to be very hard to do a collaborative group lab when our teammates are traveling around the world.,195,active,2024-03-06T21:19:11Z
21,Anonymous,"<p>I have the error below as I try to load the Llama models:<br /> <br />Could not load Llama model from path: models/llama-7b.ggmlv3.q4_1.bin. Received error Failed to load model from file: models/llama-7b.ggmlv3.q4_1.bin (type=value_error)<br /><br />The Hugging Face website says that llama-cpp has dropped support for GGML models and turn to GGUF, so I also tried models in <a href=""https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main"">https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main</a>. However, the problem remains the same.</p>
<p></p>
<p>Could anyone help? thanks!</p>",201,active,2024-03-23T00:40:42Z
22,Anonymous,"When using a machine with limited RAM, errors like<div><br /></div><div>Bus error</div><div>Segmentation fault</div><div><br /></div><div>Are occurring commonly</div><div><br /></div><div>Does anyone have any idea about how to resolve these?</div>",200,active,2024-03-21T18:17:52Z
23,Anonymous,Is it a mistake that the lab is due during break? It is going to be very hard to do a collaborative group lab when our teammates are traveling around the world.,195,active,2024-03-06T21:19:11Z
24,Anonymous,"<p>I have the error below as I try to load the Llama models:<br /> <br />Could not load Llama model from path: models/llama-7b.ggmlv3.q4_1.bin. Received error Failed to load model from file: models/llama-7b.ggmlv3.q4_1.bin (type=value_error)<br /><br />The Hugging Face website says that llama-cpp has dropped support for GGML models and turn to GGUF, so I also tried models in <a href=""https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main"">https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main</a>. However, the problem remains the same.</p>
<p></p>
<p>Could anyone help? thanks!</p>",201,active,2024-03-23T00:40:42Z
25,Anonymous,"When using a machine with limited RAM, errors like<div><br /></div><div>Bus error</div><div>Segmentation fault</div><div><br /></div><div>Are occurring commonly</div><div><br /></div><div>Does anyone have any idea about how to resolve these?</div>",200,active,2024-03-21T18:17:52Z
26,Anonymous,Is it a mistake that the lab is due during break? It is going to be very hard to do a collaborative group lab when our teammates are traveling around the world.,195,active,2024-03-06T21:19:11Z
27,Anonymous,"<p>I have the error below as I try to load the Llama models:<br /> <br />Could not load Llama model from path: models/llama-7b.ggmlv3.q4_1.bin. Received error Failed to load model from file: models/llama-7b.ggmlv3.q4_1.bin (type=value_error)<br /><br />The Hugging Face website says that llama-cpp has dropped support for GGML models and turn to GGUF, so I also tried models in <a href=""https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main"">https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main</a>. However, the problem remains the same.</p>
<p></p>
<p>Could anyone help? thanks!</p>",201,active,2024-03-23T00:40:42Z
28,Anonymous,"When using a machine with limited RAM, errors like<div><br /></div><div>Bus error</div><div>Segmentation fault</div><div><br /></div><div>Are occurring commonly</div><div><br /></div><div>Does anyone have any idea about how to resolve these?</div>",200,active,2024-03-21T18:17:52Z
29,Anonymous,Is it a mistake that the lab is due during break? It is going to be very hard to do a collaborative group lab when our teammates are traveling around the world.,195,active,2024-03-06T21:19:11Z
30,Anonymous,"<p>I have the error below as I try to load the Llama models:<br /> <br />Could not load Llama model from path: models/llama-7b.ggmlv3.q4_1.bin. Received error Failed to load model from file: models/llama-7b.ggmlv3.q4_1.bin (type=value_error)<br /><br />The Hugging Face website says that llama-cpp has dropped support for GGML models and turn to GGUF, so I also tried models in <a href=""https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main"">https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main</a>. However, the problem remains the same.</p>
<p></p>
<p>Could anyone help? thanks!</p>",201,active,2024-03-23T00:40:42Z
31,Anonymous,"When using a machine with limited RAM, errors like<div><br /></div><div>Bus error</div><div>Segmentation fault</div><div><br /></div><div>Are occurring commonly</div><div><br /></div><div>Does anyone have any idea about how to resolve these?</div>",200,active,2024-03-21T18:17:52Z
32,Anonymous,Is it a mistake that the lab is due during break? It is going to be very hard to do a collaborative group lab when our teammates are traveling around the world.,195,active,2024-03-06T21:19:11Z
33,Anonymous,"<p>I have the error below as I try to load the Llama models:<br /> <br />Could not load Llama model from path: models/llama-7b.ggmlv3.q4_1.bin. Received error Failed to load model from file: models/llama-7b.ggmlv3.q4_1.bin (type=value_error)<br /><br />The Hugging Face website says that llama-cpp has dropped support for GGML models and turn to GGUF, so I also tried models in <a href=""https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main"">https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main</a>. However, the problem remains the same.</p>
<p></p>
<p>Could anyone help? thanks!</p>",201,active,2024-03-23T00:40:42Z
34,Anonymous,"When using a machine with limited RAM, errors like<div><br /></div><div>Bus error</div><div>Segmentation fault</div><div><br /></div><div>Are occurring commonly</div><div><br /></div><div>Does anyone have any idea about how to resolve these?</div>",200,active,2024-03-21T18:17:52Z
35,Anonymous,Is it a mistake that the lab is due during break? It is going to be very hard to do a collaborative group lab when our teammates are traveling around the world.,195,active,2024-03-06T21:19:11Z
36,Anonymous,"<p>I have the error below as I try to load the Llama models:<br /> <br />Could not load Llama model from path: models/llama-7b.ggmlv3.q4_1.bin. Received error Failed to load model from file: models/llama-7b.ggmlv3.q4_1.bin (type=value_error)<br /><br />The Hugging Face website says that llama-cpp has dropped support for GGML models and turn to GGUF, so I also tried models in <a href=""https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main"">https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main</a>. However, the problem remains the same.</p>
<p></p>
<p>Could anyone help? thanks!</p>",201,active,2024-03-23T00:40:42Z
37,Anonymous,"When using a machine with limited RAM, errors like<div><br /></div><div>Bus error</div><div>Segmentation fault</div><div><br /></div><div>Are occurring commonly</div><div><br /></div><div>Does anyone have any idea about how to resolve these?</div>",200,active,2024-03-21T18:17:52Z
38,Anonymous,Is it a mistake that the lab is due during break? It is going to be very hard to do a collaborative group lab when our teammates are traveling around the world.,195,active,2024-03-06T21:19:11Z
39,Anonymous,"<p>I have the error below as I try to load the Llama models:<br /> <br />Could not load Llama model from path: models/llama-7b.ggmlv3.q4_1.bin. Received error Failed to load model from file: models/llama-7b.ggmlv3.q4_1.bin (type=value_error)<br /><br />The Hugging Face website says that llama-cpp has dropped support for GGML models and turn to GGUF, so I also tried models in <a href=""https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main"">https://huggingface.co/TheBloke/LLaMA-7b-GGUF/tree/main</a>. However, the problem remains the same.</p>
<p></p>
<p>Could anyone help? thanks!</p>",201,active,2024-03-23T00:40:42Z
40,Anonymous,"When using a machine with limited RAM, errors like<div><br /></div><div>Bus error</div><div>Segmentation fault</div><div><br /></div><div>Are occurring commonly</div><div><br /></div><div>Does anyone have any idea about how to resolve these?</div>",200,active,2024-03-21T18:17:52Z
41,Anonymous,Is it a mistake that the lab is due during break? It is going to be very hard to do a collaborative group lab when our teammates are traveling around the world.,195,active,2024-03-06T21:19:11Z
